shading_percent,temperature_c,soil_moisture,yield_kg
45.3,22.3,60.2,9.25
49.2,22.4,60.9,16.01
60.1,25.9,65.9,10.05
49.9,28.2,72.0,6.91
50.8,24.0,57.6,13.82
51.8,23.5,69.9,9.44
30.9,24.1,61.2,12.37
62.3,25.5,64.8,9.03
35.5,23.5,64.5,9.58
58.7,23.0,63.0,12.01
20.2,24.1,46.8,11.05
38.9,27.5,59.4,12.6
48.1,24.2,68.8,8.11
51.5,24.1,59.8,8.84
59.7,24.7,63.8,8.99
76.3,25.2,69.9,10.81
38.1,23.7,58.4,15.75
42.2,25.3,74.9,10.85
35.5,25.6,68.4,9.37
62.1,20.1,60.9,6.06
38.0,24.3,56.2,14.68
31.5,25.4,60.5,11.26
21.7,26.1,66.3,11.79
53.3,24.3,56.2,12.94
45.9,24.8,63.0,12.15
33.8,26.8,49.4,11.74
39.7,24.3,65.6,12.5
41.5,23.4,66.6,9.39
56.7,21.6,58.7,14.67
36.6,22.7,64.1,12.26
33.3,24.2,73.1,8.61
57.7,19.3,45.0,7.14
35.7,23.1,64.1,12.4
50.4,23.2,67.0,9.02
61.3,23.1,51.5,7.09
43.0,21.7,63.4,11.4
63.2,28.5,75.6,4.52
54.1,25.0,58.4,15.08
69.1,22.9,66.6,10.1
52.6,21.4,65.6,7.28
60.1,26.1,62.7,9.06
49.4,22.0,56.2,10.67
44.8,23.2,55.8,14.21
73.5,22.2,64.5,10.8
60.7,25.1,53.0,11.21
69.1,24.7,69.9,7.81
36.8,20.9,64.5,11.48
42.4,25.0,63.0,11.98
58.5,23.2,63.0,13.3
37.6,24.5,64.1,11.26
33.9,26.2,62.7,13.09
50.5,22.3,69.2,9.36
63.8,25.8,67.0,7.15
41.6,23.4,62.3,12.91
42.1,23.8,66.3,9.63
48.4,20.5,64.5,11.43
38.0,21.2,68.4,8.61
55.7,26.8,64.1,11.87
43.8,27.6,63.8,10.66
70.0,26.3,65.6,9.68
54.2,26.8,61.2,10.15
37.4,24.1,61.6,11.47
65.5,26.2,62.7,6.55
45.2,24.5,67.0,9.56
53.8,22.5,67.4,11.07
52.2,28.7,59.4,12.72
14.5,27.3,58.4,13.02
30.1,21.0,69.9,9.73
40.3,24.3,64.8,10.39
28.7,26.8,53.3,15.12
26.7,22.5,56.6,14.05
35.8,26.3,79.2,9.82
21.4,25.0,64.8,11.56
45.8,25.9,72.4,9.57
40.4,24.5,59.4,14.67
39.9,18.2,60.9,12.5
41.5,26.8,73.8,4.19
55.5,23.8,58.0,14.19
48.4,24.9,69.5,9.2
65.0,23.3,65.6,7.45
52.9,23.3,66.3,10.28
35.4,22.7,65.2,11.55
51.8,23.3,56.9,14.56
37.9,25.1,54.4,16.46
36.5,24.3,58.4,12.45
32.5,25.7,67.0,11.94
33.9,21.6,67.0,9.98
24.4,25.5,60.2,15.12
54.5,22.5,65.9,12.34
33.4,24.3,66.6,11.19
51.7,22.4,56.9,13.45
47.8,24.1,62.3,15.33
34.2,22.7,62.7,11.22
51.7,23.6,64.5,7.11
46.7,23.0,62.0,13.86
41.7,25.4,69.2,5.99
41.6,22.4,72.8,12.35
56.4,23.7,54.0,15.95
49.0,25.1,50.4,13.55
40.1,25.3,70.6,7.78
37.4,20.8,60.2,12.88
60.5,23.7,65.2,13.51
37.9,23.8,70.2,10.98
55.8,22.4,46.5,10.48
40.2,27.0,55.5,15.0
29.1,23.7,51.5,15.02
31.0,24.4,61.2,17.06
27.3,21.2,67.0,7.84
42.6,25.9,66.6,10.75
49.2,24.9,63.0,11.83
29.4,23.5,61.2,11.68
56.7,26.5,70.6,8.84
38.8,25.8,57.6,13.1
55.0,24.8,54.4,19.33
36.2,22.5,58.7,12.23
33.2,25.6,53.3,14.07
43.3,20.7,51.2,12.08
48.3,24.9,65.6,12.46
35.8,24.5,73.5,11.59
47.8,29.1,69.9,7.23
33.6,24.0,64.8,8.14
46.5,23.2,70.6,11.18
51.4,25.1,70.2,9.71
47.0,23.0,54.8,10.65
46.7,27.6,69.5,9.31
56.3,25.1,59.8,8.12
23.3,22.2,60.5,12.46
41.5,22.0,52.6,15.53
23.4,24.1,51.9,13.65
49.0,18.4,61.6,14.61
37.9,24.7,57.6,12.19
68.5,22.6,54.8,11.55
60.5,20.7,67.4,7.29
27.1,23.8,53.0,16.7
40.6,28.8,63.8,7.21
77.6,23.9,66.3,6.2
76.2,22.1,63.8,9.56
39.2,26.1,66.3,7.94
66.1,24.6,56.6,16.08
40.4,20.8,60.9,10.41
33.4,23.4,58.0,16.48
40.9,22.2,51.5,13.56
58.4,21.7,50.8,12.23
49.0,24.8,65.9,11.46
25.7,23.1,60.9,12.08
21.7,25.6,68.4,7.3
70.2,22.5,55.5,12.55
28.7,26.4,75.6,10.9
25.7,21.3,59.4,11.37
72.1,26.9,64.8,6.04
57.2,22.4,51.9,13.63
57.2,27.0,71.0,5.94
53.3,25.9,69.2,9.25
37.8,22.0,69.5,10.84
27.4,26.1,65.6,11.13
43.6,23.0,61.6,12.02
51.4,22.5,54.4,12.89
39.4,22.2,65.9,12.29
49.1,23.2,63.0,10.65
50.2,24.9,59.1,8.58
58.6,25.4,65.2,10.13
39.6,23.6,66.3,9.96
62.6,27.3,76.7,5.18
25.4,23.7,64.1,12.35
24.8,24.8,71.3,6.97
22.1,26.3,63.0,14.23
36.6,20.4,58.7,9.7
50.3,28.7,72.0,8.37
20.9,24.0,60.5,18.2
66.1,27.2,74.6,8.87
43.1,25.5,61.2,12.28
28.6,26.2,59.4,15.5
66.8,22.0,66.3,9.82
46.4,22.2,71.7,5.8
54.7,25.0,57.3,14.35
37.2,25.5,62.0,11.43
44.2,22.3,49.4,15.91
36.4,23.8,61.6,16.08
57.6,23.3,52.6,14.43
57.2,24.4,69.2,6.42
62.2,23.3,65.9,9.04
39.1,25.5,68.8,10.7
52.3,24.8,57.6,14.75
33.3,25.8,69.5,6.36
40.2,29.0,60.2,6.04
69.1,20.1,60.2,7.61
36.6,22.9,67.7,13.24
75.0,25.3,60.9,9.81
52.1,26.5,59.4,12.85
45.8,23.4,55.8,12.95
76.9,23.9,63.8,11.07
69.7,21.0,62.3,8.48
57.5,23.0,50.1,15.87
26.9,21.1,58.7,16.99
65.6,26.0,72.4,10.11
61.3,22.6,58.7,12.1
65.1,27.7,69.2,10.99
46.7,23.1,59.8,12.66
39.0,24.9,63.0,14.15
52.4,24.3,61.2,13.94
60.3,23.9,56.6,12.11
47.7,26.1,69.9,9.54
59.2,26.7,70.2,5.04
50.9,24.2,59.1,12.51
74.3,22.9,62.7,6.59
38.9,24.0,61.2,15.98
53.0,23.2,64.1,8.85
34.3,23.1,68.1,8.57
43.3,27.0,68.4,9.69
35.6,27.8,78.9,11.8
57.8,22.4,63.4,9.67
40.5,24.9,62.3,10.58
27.5,22.2,49.7,18.16
44.7,27.3,59.8,9.95
52.8,26.0,73.5,6.26
64.0,23.4,67.0,12.44
52.5,24.5,63.4,12.91
62.9,24.5,60.9,11.56
59.3,24.5,70.2,8.16
35.8,24.1,65.9,9.73
35.6,24.3,56.2,14.73
52.7,26.6,68.4,14.87
59.6,24.0,69.2,6.64
41.7,26.9,70.2,5.68
52.8,20.9,52.2,14.21
76.0,23.6,64.8,9.81
57.6,26.8,69.9,5.55
44.8,27.6,66.3,7.25
43.9,22.8,56.2,14.54
57.0,24.1,72.4,6.26
18.0,24.2,69.2,10.15
37.5,19.6,54.8,14.18
58.9,24.1,64.1,11.31
55.7,22.1,62.3,11.24
63.1,21.3,53.7,9.71
59.3,19.5,57.6,8.23
50.7,24.5,60.2,13.27
56.5,25.6,63.8,9.86
76.9,20.6,59.4,10.58
25.8,27.6,65.6,9.36
56.7,23.4,68.1,5.56
31.4,25.9,59.8,14.21
51.4,24.8,64.1,8.48
62.6,25.1,58.7,11.42
61.3,22.2,58.4,13.48
34.2,21.5,64.5,8.58
52.4,24.5,74.6,10.46
41.7,24.4,55.1,19.05
69.8,23.5,67.0,10.48
23.9,23.4,51.5,14.08
39.9,21.4,51.9,12.02
57.2,23.7,57.3,13.97
57.8,24.8,59.4,11.55
41.5,21.9,59.8,8.79
32.6,26.0,70.2,9.07
37.9,23.5,59.8,12.14
57.5,21.7,59.4,12.21
53.2,24.6,71.0,9.69
56.7,22.7,60.9,10.11
68.4,21.6,58.7,9.85
31.3,24.3,60.9,17.1
40.1,24.0,56.6,12.94
51.6,24.8,76.7,6.36
43.2,25.6,73.5,11.1
59.1,24.4,60.2,12.69
48.8,21.8,53.3,10.9
32.7,26.2,57.3,16.53
58.8,25.6,57.6,13.14
60.5,26.7,68.8,2.49
52.1,22.3,65.9,12.02
29.8,23.1,62.0,15.43
63.4,23.0,64.1,12.14
12.9,26.8,66.3,10.67
27.3,23.5,58.4,14.55
44.0,24.5,60.9,13.38
40.2,21.1,64.5,12.17
69.5,24.9,67.7,8.27
51.5,20.8,67.7,7.28
59.9,22.1,58.0,11.76
58.7,24.2,68.8,10.93
39.5,23.9,52.2,16.73
51.5,25.0,71.0,10.16
40.8,23.8,64.8,8.34
57.6,22.0,59.1,13.93
34.3,24.5,58.0,15.05
30.3,24.1,65.6,7.57
43.5,25.5,57.3,18.51
44.7,22.2,62.7,10.99
68.0,26.4,68.8,9.63
61.8,27.8,64.8,12.79
66.4,25.3,56.2,13.68
60.0,24.2,67.4,10.0
53.8,25.1,68.4,7.61
51.1,21.5,51.5,17.24
43.7,25.9,54.8,11.33
52.0,21.5,60.2,9.07
42.4,21.6,75.6,7.78
39.5,24.0,55.1,15.19
32.0,23.1,55.5,18.31
61.8,25.1,70.6,10.19
28.0,25.0,58.4,17.76
42.7,25.7,61.6,14.8
65.0,24.1,55.5,14.95
52.7,25.8,70.6,2.4
41.5,25.5,75.3,10.63
51.3,25.3,58.0,11.14
31.1,22.2,54.4,15.01
28.0,23.8,54.8,14.51
34.2,26.1,64.8,14.85
30.2,25.7,75.6,11.97
66.1,21.0,54.4,10.94
46.4,25.0,60.2,13.59
43.1,24.6,51.5,17.08
34.5,25.5,63.0,12.0
53.4,24.6,67.7,7.08
55.6,28.9,60.9,7.56
58.7,24.2,68.8,10.93
57.5,25.9,65.9,8.96
70.1,24.6,67.7,5.79
68.3,24.5,68.1,9.2
52.0,24.6,51.2,12.8
58.8,22.7,72.4,6.32
44.9,24.9,71.7,10.4
36.7,22.6,54.8,18.48
78.0,26.6,72.4,5.42
41.6,27.3,68.1,8.4
60.6,24.2,57.6,13.62
38.6,23.0,63.0,7.87
44.4,24.7,59.1,13.13
36.5,29.1,70.6,7.9
57.8,23.9,56.6,12.97
45.0,28.0,65.2,9.95
46.6,21.7,52.6,14.87
52.2,24.7,67.4,13.26
59.4,26.5,67.7,8.5
30.8,24.3,52.2,13.91
79.3,24.1,62.0,8.36
48.6,25.8,72.8,8.39
59.7,22.7,63.4,12.91
55.9,22.0,67.7,13.47
36.6,24.4,53.7,20.54
53.9,24.8,71.3,6.22
51.8,22.9,46.1,14.09
55.0,26.4,55.1,11.9
46.4,22.9,62.7,13.97
35.1,24.3,49.4,13.51
56.9,25.2,70.2,8.07
59.8,23.7,56.6,14.04
49.9,23.8,67.7,9.96
23.3,19.0,61.6,12.89
40.8,22.3,51.9,10.32
48.8,23.5,54.0,11.09
44.7,21.1,59.1,14.37
63.1,24.7,63.0,10.15
34.6,24.1,73.1,5.84
41.8,25.3,72.0,12.72
49.9,24.6,58.4,15.39
51.4,23.0,63.8,13.52
48.4,22.7,58.0,11.25
47.2,25.1,60.9,13.51
37.1,26.6,53.0,12.55
45.6,25.9,64.5,10.79
49.0,23.9,66.6,10.57
50.4,25.3,57.3,11.99
46.5,22.9,56.2,13.78
43.7,22.5,63.8,10.49
53.5,21.7,65.2,11.17
50.1,24.8,67.0,13.54
19.8,24.7,60.9,15.97
55.7,22.2,60.9,10.48
37.0,23.7,69.5,7.56
67.1,24.4,50.8,10.58
37.2,23.4,71.7,7.48
40.0,24.6,58.7,16.26
67.3,25.2,71.0,9.12
52.9,21.9,58.7,8.62
47.5,22.9,60.9,11.04
69.2,22.9,67.7,10.69
36.1,24.3,59.1,16.76
56.5,25.7,76.0,7.88
61.6,24.8,69.5,8.48
46.4,25.7,67.7,8.33
57.1,23.7,71.0,9.12
38.3,23.2,60.5,12.65
53.3,26.8,58.7,14.69
43.2,24.0,60.5,11.2
48.3,25.5,57.3,15.37
43.4,22.1,65.6,11.37
63.4,24.6,63.4,10.83
41.6,22.0,55.8,12.7
67.7,26.8,64.5,5.79
59.7,24.6,51.5,7.72
47.9,23.0,65.2,11.42
29.4,21.6,54.8,18.33
70.3,26.1,56.6,9.5
23.3,25.3,60.5,13.57
54.3,22.5,61.2,7.97
56.3,23.7,59.1,12.41
52.7,20.1,56.2,12.02
32.6,25.8,68.1,9.06
42.3,21.0,71.3,7.57
70.7,25.4,61.2,8.6
62.3,25.2,65.2,9.59
57.1,27.4,64.5,8.78
48.2,24.1,51.5,12.71
50.7,23.2,72.8,6.36
63.7,21.9,50.4,8.83
47.7,24.8,58.4,14.45
16.0,27.3,67.0,11.94
35.1,27.3,68.1,6.38
51.7,21.6,67.7,9.85
61.9,20.4,66.3,7.94
56.4,22.9,73.5,8.16
35.6,26.6,66.3,9.23
30.6,26.8,66.3,11.02
47.0,24.4,52.2,17.33
35.8,23.3,55.1,15.61
59.4,27.7,67.4,7.38
47.5,21.5,62.3,13.35
53.4,24.2,57.3,13.36
35.9,23.0,60.5,13.07
28.3,22.6,58.0,13.29
53.3,23.0,51.9,16.3
62.0,26.4,62.7,10.53
46.0,22.7,57.3,8.2
51.1,21.7,65.2,11.62
36.6,20.3,58.7,9.61
27.9,22.2,64.5,9.5
70.8,24.1,53.0,8.9
65.6,21.3,59.1,14.91
60.9,22.8,54.4,11.37
37.6,22.4,59.8,19.43
44.7,29.2,56.2,8.77
66.0,21.3,50.8,14.4
59.2,26.5,69.2,12.68
50.3,24.8,76.0,8.19
35.5,25.4,58.7,10.88
35.3,22.4,61.6,16.17
24.1,20.7,61.6,12.51
24.2,23.1,64.8,8.03
63.3,25.7,70.2,4.46
51.5,27.2,63.8,9.29
41.5,24.0,60.9,10.59
36.0,24.0,61.2,15.89
63.9,25.6,66.6,13.68
32.8,27.3,63.8,11.54
29.1,22.5,56.9,13.22
69.5,26.1,76.0,9.24
29.8,24.7,72.8,13.14
28.3,25.0,60.9,14.78
60.8,26.1,64.1,10.87
37.1,26.1,62.7,10.0
66.9,23.7,67.4,7.9
58.1,25.6,60.9,12.89
41.4,26.3,60.2,15.02
52.4,21.2,60.5,13.43
27.2,24.6,59.4,12.48
47.4,20.9,58.4,14.74
56.3,24.8,63.0,6.65
33.4,21.8,67.0,9.35
29.6,25.4,61.6,11.16
52.2,19.9,62.3,7.67
33.1,27.5,76.0,10.78
28.0,24.8,65.6,12.41
20.2,22.8,64.8,11.22
31.2,23.3,56.2,18.0
38.4,24.9,57.3,15.8
23.8,26.1,51.5,14.51
77.9,30.2,78.2,5.55
27.8,23.7,57.6,15.64
59.0,24.2,67.4,11.99
76.0,24.7,64.5,9.8
70.2,21.6,67.0,6.59
29.0,25.5,76.0,9.11
36.9,22.9,59.8,12.53
37.1,22.3,55.8,14.78
48.8,23.8,61.2,13.47
48.2,22.7,51.5,11.78
34.1,23.9,68.8,10.01
45.5,23.2,51.2,14.61
50.5,27.7,68.4,8.94
75.9,25.3,47.2,9.61
53.5,23.7,61.6,13.17
34.7,23.8,50.4,15.69
33.7,23.4,53.0,14.54
39.6,27.5,58.4,15.48
53.5,26.0,59.1,8.4
72.9,25.3,59.8,9.09
36.1,23.3,65.9,9.94
48.0,26.3,69.5,10.67
67.4,27.9,74.2,9.64
39.9,24.3,59.4,15.37
41.0,24.5,65.6,11.3
37.4,22.6,56.6,14.15
43.6,24.6,57.3,14.24
43.4,25.0,73.1,13.75
34.6,25.1,73.1,5.18
38.4,24.0,73.5,9.13
34.2,24.7,67.0,10.05
70.0,20.2,57.6,8.1
53.6,22.4,57.6,15.93
41.9,22.1,58.4,13.94
47.6,24.3,65.6,9.38
42.0,21.6,53.7,12.99
41.0,24.0,64.5,10.43
39.2,21.6,62.3,8.71
52.4,24.8,54.8,16.94
57.0,24.8,56.2,13.58
56.2,24.2,68.8,7.75
27.6,22.5,56.2,16.48
59.1,21.6,66.6,6.43
24.9,25.2,71.3,15.64
46.7,22.1,71.7,8.65
35.8,20.1,46.1,9.23
39.7,23.5,56.2,13.77
63.1,23.1,65.9,6.93
37.5,27.2,67.7,11.17
43.1,24.1,54.4,15.25
23.1,25.0,72.0,9.53
40.9,25.1,60.2,14.16
36.0,21.7,58.4,18.2
39.5,19.4,49.4,13.1
71.8,28.8,57.3,10.93
49.1,24.7,64.8,10.34
45.7,28.5,68.1,9.78
45.2,23.8,58.4,12.2
59.9,21.3,64.5,11.4
48.5,22.8,62.0,12.96
33.1,25.5,66.3,8.15
63.9,23.1,74.2,6.29
74.3,23.5,50.1,12.75
56.6,22.5,61.6,11.72
52.6,24.6,65.9,9.33
59.7,22.5,56.2,13.98
55.4,25.4,71.3,4.22
54.4,25.1,74.2,4.46
33.7,24.6,57.6,14.84
52.9,24.8,56.2,11.64
33.1,25.3,69.9,10.4
42.0,23.4,57.6,18.13
66.0,26.6,55.1,14.77
38.3,22.5,68.8,10.53
49.8,24.3,68.4,9.39
30.4,23.7,56.2,15.24
53.7,23.9,56.6,12.66
52.6,21.4,68.8,11.78
37.8,26.3,58.4,13.87
56.2,23.0,65.6,12.12
52.6,25.9,68.1,8.99
23.7,24.9,69.5,10.87
34.6,26.6,72.0,12.34
48.0,23.9,68.1,7.97
40.0,24.7,72.0,5.26
52.2,21.3,53.3,15.1
52.0,24.1,60.5,8.88
50.5,22.7,63.4,10.74
64.1,22.1,65.2,9.47
73.2,27.8,63.4,10.18
45.5,24.6,55.5,10.51
33.0,25.9,71.0,11.37
57.6,23.5,73.5,8.53
31.7,26.6,52.2,15.75
36.4,25.3,72.0,9.45
43.4,25.0,58.0,15.49
32.1,24.9,53.3,13.36
53.3,28.7,73.1,3.18
50.4,22.3,56.9,10.62
61.5,23.7,60.2,9.56
60.5,26.1,75.6,8.44
57.0,22.9,57.6,14.56
50.9,25.5,58.4,11.02
47.0,25.0,61.2,12.45
63.4,24.6,64.8,9.49
44.2,23.0,65.6,11.25
56.0,28.4,80.7,8.37
46.6,24.4,60.9,13.42
59.6,23.4,59.1,14.33
49.1,23.6,53.3,12.9
67.4,23.3,65.6,7.96
52.4,23.9,57.3,13.34
53.9,25.2,58.4,12.68
55.6,26.4,65.6,7.82
44.0,24.9,72.0,9.55
32.3,24.5,54.8,15.18
56.1,23.3,59.1,10.34
51.7,25.8,66.6,6.87
45.1,25.3,71.7,13.97
40.2,25.1,63.4,12.8
41.9,26.1,69.2,9.56
51.8,24.4,54.4,14.19
50.9,24.6,67.0,11.47
15.9,24.6,54.4,17.31
50.0,24.4,70.6,8.5
56.5,23.1,45.0,10.68
32.3,20.6,49.0,13.67
45.0,25.1,64.1,12.41
47.5,23.1,63.8,10.84
38.7,23.3,73.8,8.23
52.8,24.3,67.0,10.6
51.9,24.3,63.8,9.16
85.6,23.3,54.0,12.8
53.6,23.4,51.5,12.65
30.2,21.0,54.8,14.35
35.9,25.7,71.3,8.62
56.9,24.2,64.5,9.19
18.9,24.4,58.0,10.44
56.0,24.9,74.9,10.29
63.7,26.5,70.2,8.82
71.2,22.8,52.6,10.43
37.9,20.9,51.2,9.38
30.5,23.3,53.3,18.93
44.9,23.7,69.5,8.41
39.3,25.1,78.2,13.04
53.9,25.2,69.5,9.99
35.2,20.1,52.6,13.52
25.6,25.0,55.8,13.74
40.0,22.6,63.0,10.97
77.1,25.4,59.1,9.73
81.8,22.9,66.6,7.03
48.8,23.6,64.8,10.3
42.4,25.3,58.4,14.11
53.7,26.4,63.4,11.51
61.8,24.8,68.1,7.98
60.1,21.8,50.4,11.92
56.4,20.9,58.0,12.64
35.2,24.4,57.3,14.88
28.2,24.3,59.1,16.55
49.2,22.8,53.0,12.16
71.2,22.1,63.0,10.56
40.0,23.6,63.0,10.09
66.8,23.4,67.0,7.55
83.4,20.5,67.0,8.3
41.3,27.1,64.8,10.54
53.3,22.1,46.8,12.1
53.5,29.1,76.0,4.92
43.1,24.0,65.2,8.35
29.9,20.7,54.4,16.52
20.6,23.8,53.3,19.0
35.4,27.3,59.1,16.01
51.7,26.2,63.8,8.83
33.8,24.5,58.0,13.12
40.7,22.2,73.1,10.29
58.4,22.8,62.7,11.35
52.4,26.9,67.0,8.7
62.8,22.9,61.2,9.86
41.2,24.0,63.0,13.36
39.9,23.8,52.2,13.26
41.2,21.5,53.0,17.65
23.4,21.8,50.1,13.24
67.0,23.2,53.7,14.23
74.0,22.5,61.6,11.56
29.2,26.4,66.3,11.88
34.7,23.7,64.1,10.56
72.7,26.3,67.0,11.22
52.4,22.2,61.6,11.74
46.2,25.3,56.9,15.7
62.4,22.0,52.2,12.7
46.3,23.2,70.6,11.24
51.7,23.2,61.6,9.92
42.8,24.1,72.8,11.52
48.6,25.0,66.6,8.06
31.2,23.7,55.8,16.31
32.7,21.5,63.4,11.4
64.5,23.8,68.4,9.79
52.0,24.4,64.8,9.6
55.8,23.2,67.4,5.51
69.8,21.6,58.7,8.86
61.1,24.6,57.6,15.94
38.3,22.2,68.1,6.23
25.4,24.3,68.4,12.19
42.6,26.8,69.5,9.07
14.6,26.8,66.3,10.81
33.8,25.7,71.0,11.37
67.0,22.9,64.1,6.66
69.5,26.4,70.2,3.63
41.6,26.9,63.4,11.58
30.8,24.1,56.6,16.13
58.3,27.3,54.0,10.25
32.6,20.7,60.9,9.34
35.7,21.0,50.1,12.87
57.4,21.3,48.6,9.32
61.0,20.7,60.9,9.82
70.0,24.2,50.4,9.0
58.3,19.8,53.7,8.03
54.5,25.2,60.5,10.95
58.3,24.5,62.0,11.21
42.2,19.0,64.1,8.42
43.3,23.7,65.6,7.67
19.3,21.9,52.2,10.2
60.6,19.2,52.2,10.55
54.0,28.9,73.5,3.24
53.6,23.8,60.5,12.05
30.7,22.4,50.1,12.64
79.2,23.7,70.6,7.8
56.3,21.9,61.6,10.98
58.3,21.5,48.3,12.34
41.7,20.3,52.6,14.79
53.5,27.1,61.2,9.79
45.3,23.2,62.3,11.65
51.8,23.0,50.1,12.3
37.6,24.6,63.8,8.69
63.6,24.8,68.4,5.16
51.6,23.3,51.9,8.86
35.2,23.2,67.0,8.36
50.6,21.5,60.2,13.52
73.1,21.1,65.6,8.4
64.5,21.8,57.3,10.14
67.8,25.5,71.0,9.2
34.5,22.5,56.6,11.4
42.0,27.0,64.8,12.57
18.8,27.1,67.4,11.39
57.1,25.9,57.3,10.02
68.9,27.9,67.0,10.2
31.6,25.9,68.4,12.06
74.9,22.0,59.4,10.7
48.0,22.7,54.8,15.92
39.5,22.6,71.0,9.04
56.6,25.8,55.1,12.8
71.4,21.6,49.0,9.5
65.9,25.4,58.0,9.19
45.9,26.8,74.2,8.59
61.0,24.5,68.1,6.92
71.0,24.9,62.3,11.02
52.0,25.1,57.3,14.94
24.5,25.6,50.1,16.96
26.7,24.1,74.6,12.7
75.1,25.2,62.7,6.63
56.2,25.0,60.5,14.52
36.2,22.0,58.7,13.65
60.5,21.6,52.2,13.69
40.9,24.9,62.3,11.55
37.0,23.8,63.8,10.11
40.1,25.9,64.1,9.63
39.1,24.7,75.3,7.38
34.4,28.1,75.6,11.32
58.3,21.7,60.2,8.34
49.3,24.8,64.8,8.5
32.2,25.1,67.7,9.53
42.5,24.0,69.9,6.75
51.8,21.7,55.1,15.36
48.3,22.0,56.2,13.32
45.0,26.1,59.4,10.74
79.0,25.8,64.1,9.38
24.8,22.8,72.8,10.47
61.3,28.2,58.0,11.86
43.4,22.5,53.7,15.13
67.6,23.0,60.2,13.15
52.4,22.0,55.1,13.59
33.2,28.1,70.6,5.47
35.9,22.2,65.9,9.85
53.5,29.1,76.0,4.92
55.6,23.0,66.3,7.27
69.4,23.5,45.8,11.26
31.9,26.1,63.0,13.32
31.1,25.4,56.2,18.17
61.8,26.8,67.4,9.08
59.2,21.9,57.6,11.1
27.5,22.7,60.2,17.16
42.3,23.5,51.5,15.09
62.0,27.6,60.2,11.36
59.7,27.7,72.0,7.61
35.3,23.1,54.4,15.99
48.9,22.2,55.8,14.99
56.9,24.2,64.8,9.71
41.1,25.0,67.7,9.94
56.1,22.0,53.7,9.96
61.5,21.9,67.4,11.3
60.0,26.4,51.5,11.5
46.6,24.7,57.6,8.95
61.6,22.4,67.7,12.66
55.4,21.9,64.5,9.65
42.6,19.8,61.6,10.01
39.2,22.5,56.2,14.4
53.4,24.8,65.9,11.73
36.4,22.5,54.8,15.15
34.9,17.3,55.1,10.56
53.4,22.1,67.0,6.73
51.9,21.5,50.8,13.64
70.4,28.5,74.9,6.91
27.0,26.6,62.3,7.61
63.1,22.7,54.4,15.52
55.1,22.9,68.1,6.45
60.3,23.9,73.8,5.91
51.5,22.3,61.6,9.85
26.4,26.3,69.2,8.69
44.1,23.9,61.6,14.47
35.3,26.4,59.4,17.3
25.1,20.8,63.0,14.83
68.1,28.3,60.9,10.59
53.6,23.7,61.6,11.74
57.0,24.1,72.4,6.26
33.9,27.0,54.4,17.16
51.4,23.0,56.2,13.64
71.7,24.7,74.6,5.26
57.8,23.4,55.8,12.84
28.9,23.8,55.5,15.8
53.0,24.3,54.8,12.75
44.7,27.2,55.5,14.48
51.0,24.1,63.4,9.05
49.2,22.8,55.8,14.01
57.2,25.8,63.4,10.79
35.3,26.4,59.8,11.28
50.3,25.3,58.7,12.42
64.9,24.4,53.0,12.59
53.0,22.7,59.4,10.61
47.3,26.2,67.7,6.81
18.8,27.1,65.6,5.51
29.5,23.7,66.6,8.88
23.0,26.6,63.8,12.38
63.7,24.6,55.8,12.04
33.0,21.2,52.2,12.61
56.9,23.4,63.0,9.42
36.8,22.5,62.3,17.02
42.7,25.3,63.8,10.54
60.2,24.5,57.3,15.83
69.1,23.1,62.7,7.87
50.6,25.0,65.2,10.7
63.5,22.5,51.9,12.84
50.5,24.5,67.4,6.96
47.1,23.0,67.4,8.78
49.9,23.8,64.8,10.95
41.5,21.2,50.8,15.69
64.6,23.9,61.2,16.09
58.5,25.8,63.4,11.24
49.9,23.9,62.0,11.81
63.2,22.6,58.4,11.37
60.5,23.1,58.7,18.62
73.6,23.1,55.5,9.52
74.8,30.2,84.3,3.23
51.2,26.3,60.5,8.93
25.2,23.9,51.9,12.51
65.4,26.6,54.4,13.81
40.2,22.7,64.8,9.94
49.0,26.8,66.3,11.37
58.4,22.8,60.9,15.53
51.2,29.2,65.2,7.53
21.6,23.9,52.6,13.74
50.5,22.8,61.2,13.23
52.1,27.3,61.2,9.42
30.6,20.1,57.6,14.15
59.1,25.3,63.0,12.88
46.5,24.4,57.3,13.92
36.6,23.4,57.6,14.33
39.4,18.0,50.4,10.81
79.4,23.5,60.9,13.16
74.3,27.1,62.0,7.4
44.1,23.5,69.5,9.98
23.8,24.0,62.7,14.19
48.0,22.4,63.0,9.27
65.1,26.5,55.1,15.02
59.2,28.0,73.1,7.88
37.1,24.5,67.7,10.76
49.5,24.1,58.4,16.2
26.2,25.5,58.4,13.0
50.6,21.7,56.6,12.09
57.8,24.8,64.8,12.41
38.7,23.8,62.7,9.53
50.0,24.4,70.6,8.5
47.5,26.2,60.5,13.62
47.0,22.5,66.6,13.38
59.6,23.1,60.9,14.21
49.9,23.9,63.0,10.09
53.7,24.2,61.2,12.72
47.0,26.9,75.6,9.85
24.7,25.5,57.3,14.28
58.0,27.8,65.2,9.53
61.5,22.1,69.5,9.29
60.9,29.8,73.5,5.13
21.8,22.1,55.8,14.97
41.3,22.3,56.2,11.53
47.7,29.5,70.2,7.28
28.3,24.6,49.4,15.4
36.1,20.6,54.4,13.14
