shading_percent,temperature_c,soil_moisture,yield_kg
42.0,27.3,77.4,13.47
60.0,22.2,49.7,19.2
51.6,24.7,62.3,12.94
57.8,25.6,69.5,15.07
52.4,23.3,55.5,25.38
47.1,29.4,69.5,8.32
47.3,26.6,78.9,12.64
62.6,23.3,59.8,16.54
68.5,22.8,70.2,12.7
24.1,23.4,59.1,20.5
71.2,22.7,63.4,17.78
36.0,24.3,58.4,18.19
66.0,26.9,65.6,16.35
53.9,24.8,67.7,16.72
33.1,24.0,65.2,19.35
28.7,26.4,58.0,19.92
48.3,24.8,70.6,13.54
35.9,28.2,60.5,18.75
67.9,24.2,60.5,18.46
77.9,26.2,64.5,14.24
35.2,24.1,57.3,26.81
58.5,23.5,55.8,19.61
50.5,26.6,72.8,16.82
20.8,25.5,62.7,16.55
59.3,26.7,76.4,11.42
59.5,26.2,65.2,14.04
66.7,27.8,63.0,11.52
33.2,24.1,67.0,19.32
32.8,25.0,55.8,23.03
74.4,27.7,55.8,22.53
47.5,23.9,50.1,16.79
50.0,22.0,52.6,18.15
57.8,26.9,68.4,14.11
46.9,22.2,75.3,12.67
35.4,26.2,69.9,14.08
41.5,25.7,60.9,20.76
62.1,22.6,54.0,15.66
38.8,25.2,65.6,17.82
56.1,22.9,63.4,14.72
48.6,22.4,51.5,20.06
45.9,22.2,59.1,19.64
51.8,24.9,62.3,17.58
63.6,25.8,77.8,9.77
62.7,22.8,66.3,12.83
34.2,26.8,64.8,16.54
67.3,22.5,53.3,19.42
42.8,25.9,64.5,18.42
70.6,24.9,50.4,20.59
24.7,27.2,71.7,13.87
65.0,24.1,65.2,10.6
42.3,23.2,65.2,15.64
40.3,26.7,59.4,17.73
65.5,25.1,64.8,12.12
39.8,23.5,62.7,15.83
25.9,23.9,50.1,17.16
50.1,23.1,62.3,14.93
57.5,27.1,73.1,11.07
53.7,23.4,71.0,12.49
58.7,26.1,58.0,18.18
57.1,26.2,57.3,16.1
59.4,26.4,59.4,13.96
35.3,28.7,62.3,18.57
55.4,24.2,64.8,14.69
42.3,20.9,56.6,20.92
67.2,25.0,62.0,15.11
42.5,24.7,64.8,17.68
35.2,25.1,68.8,14.28
39.3,23.7,58.7,20.24
68.3,26.4,73.5,10.97
58.4,24.3,62.0,22.05
54.9,25.9,67.7,13.29
52.5,27.4,70.2,13.24
30.0,23.7,53.7,18.51
48.5,25.4,72.0,12.35
54.2,30.4,71.7,10.18
50.0,24.6,57.6,20.28
44.6,21.2,64.5,15.48
56.9,26.2,80.3,11.27
25.5,24.1,69.2,12.74
34.0,26.5,58.4,18.29
68.5,24.6,61.2,10.17
59.8,24.6,70.2,13.08
23.9,24.4,58.7,18.53
47.8,23.0,61.6,17.42
68.6,23.9,62.0,16.92
32.1,25.5,57.6,25.74
72.1,22.7,63.0,15.19
42.3,23.8,62.7,15.42
48.4,27.7,51.5,20.09
60.9,25.5,65.6,18.07
35.1,24.9,64.8,13.49
35.9,23.8,62.3,16.89
54.5,22.0,68.4,13.39
32.5,23.8,54.8,27.31
57.6,21.3,55.8,18.71
55.9,25.3,60.9,14.54
57.6,24.2,55.5,23.43
52.3,24.9,64.1,18.64
41.9,21.6,64.1,12.89
42.8,24.7,61.6,17.08
34.4,22.8,64.5,17.82
45.0,27.0,69.2,12.61
68.7,24.0,59.4,17.43
68.6,23.9,72.0,9.08
47.5,24.9,59.4,19.27
54.9,23.8,67.4,15.59
42.0,23.9,55.5,20.69
70.0,25.2,68.8,9.08
54.0,27.4,74.6,12.35
56.3,22.4,58.4,16.64
24.3,25.4,57.3,22.68
30.7,25.9,55.8,21.56
48.0,25.2,66.6,14.68
39.8,24.5,67.7,20.09
51.2,25.8,63.0,18.88
39.1,24.8,62.3,19.67
41.5,23.0,66.6,16.3
45.2,21.2,43.6,13.92
48.4,27.6,61.2,14.75
75.6,24.4,63.0,13.59
62.0,25.3,62.3,15.95
36.1,22.8,66.6,11.88
31.1,20.9,55.1,21.83
39.6,25.2,52.6,19.09
40.4,26.2,61.2,21.57
57.2,25.7,67.7,14.8
59.1,25.2,61.2,15.54
44.1,26.2,74.6,14.36
58.0,20.9,62.7,13.62
72.6,25.1,58.4,12.59
43.6,23.4,58.4,18.53
57.4,22.3,64.8,16.37
30.8,28.0,58.4,19.74
66.0,23.2,58.7,15.26
53.3,27.4,62.3,17.56
44.9,23.2,64.8,16.95
52.7,27.0,64.5,13.99
54.7,26.6,54.0,21.66
54.3,23.2,51.2,19.66
49.1,22.2,62.7,17.95
48.2,25.5,72.4,10.97
37.9,24.1,55.5,22.65
46.6,25.9,55.5,21.86
53.9,27.1,73.8,17.09
35.9,23.1,65.6,17.83
34.6,24.1,60.9,14.75
57.8,25.4,61.6,15.52
69.1,22.7,63.8,18.96
42.4,24.5,64.5,16.27
50.5,24.4,51.9,15.69
62.9,26.9,56.2,20.44
69.0,26.2,79.6,13.19
33.7,20.4,55.1,18.59
47.3,26.6,78.9,12.64
57.5,25.0,72.4,13.64
53.8,24.8,62.3,17.88
35.4,22.4,62.3,17.85
48.4,26.5,64.5,15.84
32.7,25.9,45.0,13.26
36.4,23.9,63.4,18.82
61.8,25.1,66.3,10.55
39.4,28.0,72.0,13.92
77.4,26.6,66.6,10.87
14.0,25.0,67.7,16.51
36.2,22.3,54.8,21.01
33.0,24.1,52.2,27.86
38.8,25.0,62.0,19.64
29.9,23.8,64.1,15.12
28.6,27.9,73.5,14.4
43.2,26.7,60.5,16.58
60.3,25.6,55.5,20.94
17.9,25.6,66.6,16.1
41.2,21.7,51.2,21.61
52.7,24.8,68.1,10.14
54.8,24.2,59.1,21.3
41.4,26.2,59.8,18.14
44.7,24.8,69.9,13.19
56.7,29.8,72.4,10.35
52.3,26.6,67.0,11.4
48.5,28.3,65.6,12.1
55.8,23.8,56.6,16.77
38.3,26.7,69.9,14.08
36.0,25.5,65.2,17.53
34.1,26.3,56.9,23.53
57.9,23.3,59.4,24.23
54.2,25.9,62.0,14.28
55.5,24.2,69.2,15.36
57.2,23.8,56.2,20.57
48.0,27.4,68.8,13.18
49.5,25.8,71.7,13.55
39.9,24.1,63.0,17.54
43.9,23.7,62.3,18.2
46.3,25.0,59.4,21.78
55.7,25.4,60.5,20.27
35.7,28.4,54.4,21.95
60.0,28.3,58.7,17.48
67.1,22.8,65.2,8.37
55.1,24.4,64.5,13.97
42.4,27.4,60.9,23.02
26.3,25.0,65.2,13.04
60.1,26.3,71.7,11.89
48.7,24.7,55.1,22.52
55.4,23.6,67.4,11.44
58.0,26.7,75.3,12.15
45.1,28.2,73.5,14.84
33.5,24.9,66.6,13.24
53.0,24.2,59.8,18.66
39.7,27.6,59.8,20.14
60.3,27.3,69.9,12.15
58.5,22.9,48.6,19.38
66.2,24.8,69.9,11.14
51.8,25.1,63.0,15.52
32.4,25.9,60.9,21.22
59.9,27.5,56.9,19.25
71.2,23.3,68.8,10.19
47.1,23.4,67.0,13.98
54.7,23.1,68.8,10.73
52.5,24.6,60.5,16.29
37.6,26.0,59.8,19.9
44.7,23.8,57.6,20.87
64.6,24.7,73.1,11.86
35.3,24.8,66.6,18.81
51.9,27.6,60.9,15.48
70.8,23.4,62.7,16.09
45.0,27.8,58.0,20.07
40.8,23.8,56.2,18.81
23.0,25.1,67.0,18.14
27.7,23.1,69.2,14.33
57.6,26.0,70.6,13.13
60.8,23.6,49.0,15.93
31.2,23.4,73.8,12.95
49.9,25.1,55.8,23.41
38.7,25.7,56.6,24.56
51.6,24.6,64.1,14.93
28.0,27.9,67.4,13.5
61.5,23.6,56.2,18.04
53.2,23.2,66.6,14.1
27.8,24.7,54.4,25.27
26.1,25.1,66.6,15.68
39.1,25.9,58.7,21.0
37.8,24.5,56.6,23.44
44.6,25.1,56.2,24.87
21.0,27.7,72.0,15.61
56.4,23.9,55.1,21.33
23.4,21.0,56.9,21.04
55.4,26.3,65.6,18.07
57.6,24.6,59.4,19.88
38.6,23.6,68.4,11.16
55.4,23.4,53.0,19.6
50.4,24.5,53.7,14.47
40.8,26.0,77.4,11.09
55.6,23.4,63.8,15.51
56.3,20.9,64.1,12.91
58.5,27.9,72.4,15.14
59.9,28.6,64.8,11.69
38.0,23.5,56.2,22.69
46.4,26.3,66.3,13.69
60.2,25.8,68.1,11.55
61.8,27.6,77.4,10.85
54.7,28.7,79.6,16.21
35.9,22.2,60.2,21.99
67.3,25.4,68.4,14.07
23.2,24.6,58.7,23.35
26.6,26.6,70.6,12.14
57.4,29.4,66.3,13.28
73.5,28.6,66.6,11.22
16.9,24.6,69.2,15.14
42.0,27.3,59.8,17.32
48.8,24.9,63.8,18.53
36.5,24.5,53.7,25.42
54.1,26.4,68.1,10.91
48.9,25.6,64.8,12.9
49.3,23.8,55.8,27.18
36.7,25.9,58.7,19.05
35.9,31.2,78.9,10.97
64.1,25.9,57.6,16.98
36.4,25.2,63.8,17.39
38.8,24.7,68.1,15.92
33.7,25.4,71.0,11.73
31.5,23.0,59.4,21.48
18.6,24.1,63.4,17.77
15.3,20.2,62.7,19.41
31.1,26.2,65.2,12.64
51.5,22.9,55.1,21.64
53.8,24.0,63.0,16.69
51.1,26.5,60.2,18.63
63.7,24.5,72.4,12.45
67.2,23.2,63.0,9.22
34.5,26.5,72.0,13.3
22.5,19.7,69.2,11.79
41.8,26.3,54.4,24.54
62.3,25.7,65.6,15.91
60.1,25.6,69.9,8.0
49.4,22.4,55.8,20.95
53.8,23.4,69.2,13.71
55.6,27.7,75.6,12.75
35.1,27.1,65.6,16.69
38.7,24.4,65.2,17.14
63.9,22.3,57.6,19.69
63.3,26.3,64.1,17.41
56.8,25.0,68.8,11.81
56.0,22.7,63.4,18.11
58.4,24.5,65.9,16.64
67.5,28.0,60.9,15.61
57.4,23.6,58.4,19.2
62.3,22.8,72.0,15.34
42.7,23.4,61.6,14.95
61.1,23.8,68.8,12.17
34.6,26.6,68.4,17.32
44.2,22.2,66.3,15.69
34.1,25.8,71.7,14.05
44.5,25.3,73.5,12.89
44.6,28.3,56.6,20.53
69.4,29.3,68.1,9.37
57.8,25.6,62.7,13.61
42.0,27.3,65.9,14.12
40.8,24.1,74.6,13.82
64.8,21.9,61.2,19.72
33.7,23.8,72.0,13.04
48.7,27.7,64.8,16.05
36.1,31.0,64.8,13.9
60.3,28.5,71.3,12.9
57.7,22.5,59.8,19.22
61.8,24.9,69.5,11.09
63.5,24.0,50.4,19.16
48.0,24.2,62.7,14.35
34.1,22.6,58.7,21.86
45.5,22.8,63.8,14.19
45.6,25.7,45.8,19.12
51.9,26.4,60.9,16.94
36.1,22.9,65.2,12.45
38.1,28.2,64.8,17.06
42.1,23.9,57.3,21.13
41.2,23.7,66.3,19.61
19.9,24.6,57.3,25.16
31.1,25.6,66.3,18.42
40.5,24.6,58.0,19.35
34.3,25.2,71.0,15.32
34.7,27.0,72.4,11.7
29.5,29.2,59.1,15.0
25.2,25.1,64.1,20.13
69.2,23.8,66.3,14.67
48.4,20.9,58.7,17.58
47.3,26.0,64.8,16.79
25.3,24.8,72.0,13.94
46.7,24.1,61.6,15.1
43.8,22.4,51.9,20.34
69.4,23.8,69.9,10.58
65.8,27.2,64.5,14.33
44.0,24.5,60.5,11.58
64.5,22.2,62.0,16.36
70.8,26.6,71.0,11.02
63.5,23.8,75.3,11.24
61.2,24.1,63.4,11.77
53.5,21.9,53.3,17.65
13.4,26.0,65.9,16.86
50.1,20.5,61.2,15.79
65.0,25.0,65.6,12.86
31.0,22.0,62.7,19.35
35.3,28.2,71.7,13.92
46.7,29.6,68.1,13.56
53.5,24.5,67.0,14.15
47.1,27.6,72.0,11.96
45.0,24.9,56.2,19.88
49.0,25.8,67.4,16.55
45.0,26.9,64.8,18.71
52.0,26.2,66.3,12.46
91.2,25.9,62.7,10.76
51.3,28.3,59.4,19.7
66.2,27.2,69.5,15.58
37.7,26.2,67.0,13.31
7.8,26.9,69.9,14.4
44.0,24.4,75.6,12.53
69.4,23.7,51.5,17.45
25.2,25.9,61.6,22.32
64.2,25.0,62.0,13.69
44.2,29.1,58.4,16.64
23.4,25.0,68.4,20.08
64.1,27.9,62.7,14.58
67.3,25.5,76.0,9.34
38.8,25.1,51.2,23.41
51.2,27.5,57.6,17.7
45.9,28.4,73.5,15.26
61.6,24.6,64.8,16.48
46.5,26.3,77.1,14.58
29.3,26.4,68.1,11.21
39.6,23.4,60.9,18.06
68.3,22.9,54.4,19.81
71.6,25.4,55.1,21.74
34.0,24.9,62.0,22.79
22.4,25.8,62.7,18.77
44.0,26.3,73.8,11.35
76.0,23.9,66.6,15.03
37.2,28.0,62.0,16.77
55.8,24.8,65.9,13.33
40.7,24.0,56.6,18.01
61.3,28.4,54.0,21.78
50.4,26.2,60.5,19.54
57.1,24.7,62.7,14.48
38.8,21.4,60.5,14.27
42.2,28.7,71.0,14.6
68.4,27.0,62.3,14.33
71.3,26.4,58.7,16.84
80.4,24.4,52.6,18.9
54.0,25.0,55.8,15.72
60.0,25.3,63.0,16.09
49.0,27.6,63.0,18.6
27.1,21.1,62.3,16.64
59.4,25.8,68.4,11.38
78.0,26.7,72.8,12.84
38.0,25.9,72.4,16.26
56.3,24.0,63.8,14.03
37.0,25.7,54.8,23.46
44.2,23.0,70.6,12.3
62.2,29.7,68.4,12.53
35.0,27.7,59.4,21.03
65.6,28.2,74.2,11.43
40.8,23.2,57.6,16.91
72.7,24.2,75.6,10.37
39.0,23.5,57.6,20.75
22.3,22.0,47.6,18.0
71.1,24.6,58.7,17.93
43.1,24.3,67.0,15.16
28.7,27.8,71.7,13.37
23.5,24.8,67.4,16.46
59.0,25.0,64.1,11.72
28.6,28.3,56.9,17.9
33.1,26.4,72.0,13.64
52.6,26.3,62.7,17.41
67.7,25.4,73.1,10.8
32.0,23.5,67.7,13.92
53.0,28.6,77.4,11.17
58.3,26.2,63.4,18.7
30.7,27.8,63.0,19.85
52.0,22.9,50.4,18.21
61.3,25.3,60.5,17.67
52.6,26.1,73.8,13.29
42.2,28.1,68.4,10.97
32.4,24.0,58.0,24.01
49.9,27.2,66.6,11.71
50.4,25.8,67.7,11.76
66.1,23.2,72.4,11.24
23.4,27.2,64.1,20.03
45.9,26.8,65.6,16.06
64.1,27.0,69.9,10.74
54.9,25.6,63.4,18.67
43.7,26.3,68.1,14.55
36.4,21.8,62.0,20.14
41.5,24.5,71.3,14.4
30.1,26.3,65.9,14.26
48.7,27.1,62.7,11.53
67.5,21.4,68.1,13.87
48.4,23.1,58.0,21.82
35.0,26.5,60.9,19.28
38.2,26.5,60.9,18.07
50.3,25.7,67.0,11.36
36.7,27.7,72.0,10.98
48.7,23.7,65.2,13.25
32.0,25.5,57.3,23.5
42.1,26.0,65.9,17.28
26.7,22.5,67.0,12.48
37.8,24.8,60.5,16.28
22.9,24.8,69.2,18.37
38.9,28.1,77.4,16.72
63.9,24.5,60.2,17.91
48.0,25.6,72.4,14.16
53.9,20.9,61.6,20.06
62.1,26.1,64.1,16.96
45.8,23.4,61.6,19.05
47.2,24.4,71.0,12.96
71.3,27.8,54.4,14.92
29.1,23.9,70.6,10.16
31.6,21.7,52.6,19.33
60.0,24.7,56.6,20.2
68.9,23.9,60.2,17.13
52.9,24.5,58.4,22.84
62.8,24.3,61.6,17.33
52.5,24.9,56.9,18.55
37.4,22.8,64.8,15.98
64.3,26.2,60.9,21.44
52.1,21.7,62.7,16.95
47.2,25.1,72.0,12.74
49.9,25.9,59.1,18.76
49.5,25.1,61.2,14.94
42.2,24.8,55.1,24.61
47.5,22.1,57.3,18.3
61.7,25.3,54.8,22.02
38.3,24.8,64.1,18.7
21.7,24.8,54.8,26.71
14.4,24.2,69.2,14.74
59.6,23.5,67.0,13.47
33.4,27.2,59.4,21.48
38.8,26.4,56.6,22.55
54.9,25.0,59.8,19.83
44.2,21.9,56.2,22.57
51.4,25.1,64.5,18.62
17.1,25.3,73.5,17.43
36.8,24.6,56.6,25.76
35.6,23.0,64.1,19.89
33.2,24.7,76.0,15.79
71.7,25.4,71.0,14.27
50.6,24.1,55.8,19.35
39.9,27.3,62.7,16.1
39.9,21.1,65.9,13.64
57.4,23.4,53.3,21.8
24.2,25.1,73.8,15.58
31.6,26.1,71.7,11.03
70.9,27.4,56.6,20.36
41.8,24.1,53.3,18.38
29.0,25.9,73.1,15.51
54.2,28.6,73.8,10.45
26.5,24.9,77.4,11.35
30.7,25.2,66.3,17.06
49.8,25.4,63.0,18.33
46.5,26.7,70.2,12.32
65.7,22.9,55.1,17.95
65.8,23.1,65.2,9.81
38.8,26.2,65.2,13.58
60.4,22.7,70.6,11.05
27.4,25.1,57.6,26.7
54.6,27.6,54.4,20.98
49.0,29.6,70.2,12.83
50.6,23.0,69.9,12.09
43.4,26.2,63.0,18.19
50.9,28.3,65.2,14.13
64.5,23.7,62.7,14.39
56.5,26.2,71.7,14.21
37.7,23.1,59.4,22.22
61.2,27.4,53.3,19.54
38.5,26.9,75.3,15.48
38.0,22.5,57.6,18.83
31.5,25.4,53.0,20.86
46.3,24.7,69.9,11.99
48.2,27.4,71.0,9.57
71.3,24.4,54.4,17.39
69.4,29.3,70.2,7.8
50.5,25.3,76.4,18.35
56.6,26.0,59.4,17.6
68.2,27.1,58.4,13.81
30.9,23.2,62.3,18.12
63.9,26.1,63.0,13.2
36.2,24.0,63.0,18.82
70.2,24.9,56.9,23.9
28.7,25.2,60.5,18.99
60.3,26.8,65.9,13.8
34.0,24.1,53.3,22.71
55.4,26.8,59.1,19.71
38.6,25.9,67.0,15.04
76.3,26.4,67.4,14.1
55.1,23.9,63.4,14.68
63.8,22.7,66.6,13.57
58.0,23.6,52.2,20.53
59.7,22.0,65.9,13.09
41.7,25.7,55.8,21.44
49.4,25.5,69.5,13.23
20.1,25.4,68.8,16.67
32.3,23.9,57.3,23.53
47.2,27.3,62.0,21.46
44.3,27.5,62.0,19.63
35.3,24.9,67.0,18.14
57.1,24.5,54.0,19.69
29.9,26.2,68.1,13.07
46.5,27.0,82.1,12.69
55.0,23.5,63.8,17.95
40.2,25.6,64.1,15.4
64.2,23.0,62.0,15.98
35.9,25.0,55.1,21.89
37.6,26.1,62.0,14.68
36.4,30.0,70.2,11.73
16.3,23.7,59.4,18.24
64.4,24.9,55.5,14.07
30.6,28.0,66.3,13.43
15.9,24.4,68.4,15.47
45.8,26.2,66.3,18.27
61.0,22.7,62.3,16.26
47.8,26.1,60.9,13.5
58.2,26.5,67.4,8.22
50.5,23.2,57.3,17.39
66.3,27.4,70.6,8.93
29.5,25.1,65.2,17.62
25.2,26.2,65.9,20.56
29.9,22.0,52.6,21.64
42.0,21.5,62.3,12.19
58.3,26.4,54.4,20.01
56.3,31.5,75.6,9.56
40.3,23.6,65.2,14.65
53.5,24.5,51.9,20.61
44.6,20.9,58.4,20.93
42.5,25.1,53.0,23.0
47.9,25.2,52.2,23.65
37.7,24.9,65.6,16.53
37.6,24.8,67.7,17.88
46.2,24.9,67.7,12.83
52.9,24.5,55.8,19.39
52.7,21.4,58.4,23.96
59.7,25.8,59.1,16.51
28.8,24.8,70.2,9.14
60.2,26.2,66.3,16.37
56.3,27.6,75.3,10.25
71.3,26.0,60.5,16.69
42.9,23.1,62.0,17.68
56.6,22.2,57.6,17.78
74.5,27.4,68.4,9.91
44.8,24.7,73.1,16.42
31.7,27.3,62.7,22.46
54.1,25.3,59.4,21.73
30.6,23.8,60.2,21.84
56.9,25.1,52.2,19.82
60.7,27.0,64.8,14.48
29.2,28.0,55.8,18.56
68.9,22.9,69.5,12.66
31.8,24.3,64.5,21.02
46.5,23.1,60.5,21.37
42.1,23.2,65.6,14.05
67.8,24.1,70.6,11.92
45.2,22.8,64.1,16.09
54.4,25.6,68.4,10.06
23.9,24.1,55.5,27.07
28.5,24.0,62.7,20.46
45.5,19.4,54.4,17.88
42.1,25.9,59.8,18.98
32.1,29.7,82.1,12.49
27.9,23.3,49.0,20.91
46.9,20.7,68.1,11.09
47.9,25.4,69.5,14.03
74.8,27.4,74.9,6.82
47.5,25.5,54.8,20.58
55.4,26.3,49.7,18.06
41.8,27.5,72.8,14.49
27.0,24.7,53.7,22.01
54.8,23.3,60.2,20.51
73.3,23.6,64.8,15.0
41.9,25.1,62.7,18.93
46.1,22.3,62.0,15.08
29.7,24.8,65.2,17.81
42.5,24.9,59.4,19.36
48.8,24.7,55.1,23.32
65.7,21.8,69.5,10.43
30.8,28.2,66.6,14.61
62.8,22.9,65.6,14.47
39.9,26.1,51.5,26.56
46.2,23.9,71.3,17.4
35.6,28.4,56.2,23.86
43.4,23.2,58.7,21.92
65.4,25.2,63.0,15.62
59.9,26.3,73.5,13.52
60.4,25.4,60.5,16.4
48.2,23.4,62.0,18.02
29.5,27.3,60.5,19.97
49.6,28.1,77.8,8.38
28.5,24.7,66.6,13.66
42.1,23.0,56.6,20.99
49.7,20.2,51.2,17.34
18.2,25.7,68.8,14.88
51.0,25.1,63.4,15.99
44.5,22.9,71.3,17.25
32.0,25.5,61.2,18.69
64.2,26.1,65.9,11.63
55.4,23.9,56.9,14.08
76.5,21.1,61.2,16.93
18.2,22.4,61.2,19.73
40.6,27.0,52.6,18.79
27.0,25.7,66.3,16.47
34.7,24.7,55.5,17.94
37.9,20.8,61.2,11.25
70.7,25.1,66.6,15.12
41.3,25.4,64.8,13.12
55.9,25.4,73.5,17.29
19.6,22.6,62.3,16.76
61.9,26.6,49.7,19.63
44.5,27.0,56.9,16.93
74.7,23.2,60.5,11.84
68.1,25.8,75.6,13.75
41.3,25.7,64.8,12.56
71.4,22.7,66.6,12.59
72.5,26.7,66.6,14.75
37.3,22.2,51.2,21.26
49.8,21.5,53.0,18.29
23.9,27.6,72.0,14.03
22.4,26.4,71.0,15.2
27.3,25.6,65.9,15.29
59.5,23.9,68.4,12.36
40.3,24.3,56.6,22.25
57.3,22.8,57.3,16.51
21.6,24.7,62.0,17.14
24.7,25.8,63.8,18.82
77.0,21.3,70.2,10.23
49.4,23.1,58.4,17.31
57.5,24.0,54.0,21.55
54.9,24.0,57.6,19.96
47.1,29.2,69.5,11.15
46.1,25.4,63.4,20.66
42.9,22.0,65.6,12.96
61.7,26.9,66.3,15.08
73.4,26.2,73.1,12.17
59.8,25.5,59.1,18.23
27.0,22.8,55.8,22.45
23.1,25.6,61.6,17.57
36.7,24.3,65.2,16.31
61.1,24.2,56.2,15.87
47.3,25.8,67.7,18.22
35.8,24.7,67.7,16.98
30.8,26.2,55.5,21.42
73.7,24.3,63.4,12.81
59.6,21.7,54.8,14.9
54.7,28.4,64.1,15.13
55.1,23.1,57.6,17.02
64.6,25.6,73.1,16.4
52.1,22.5,56.6,18.87
45.2,27.5,73.1,11.25
59.3,24.8,67.4,9.49
39.9,24.1,63.0,17.54
40.4,26.5,58.0,25.28
76.8,21.5,61.2,17.0
46.3,24.6,64.8,15.37
36.6,26.1,55.8,23.86
57.4,25.1,66.6,10.17
57.7,24.0,70.2,15.31
58.0,26.5,76.4,15.06
36.1,24.2,69.5,12.6
37.5,23.1,53.3,19.54
48.2,24.1,55.8,22.73
39.0,25.8,59.1,23.51
49.9,22.7,56.2,17.44
45.6,27.6,61.6,18.18
58.6,19.4,52.2,16.77
58.5,24.7,62.0,18.35
18.1,28.5,74.2,12.75
77.0,23.2,62.3,12.8
70.4,21.6,65.9,11.39
66.3,23.4,63.0,10.33
49.7,24.8,70.2,7.78
62.7,25.1,66.6,13.94
30.2,27.3,60.9,21.25
42.9,25.5,59.1,21.96
73.4,23.4,63.0,9.69
64.1,24.7,59.4,20.35
56.3,24.9,71.0,14.0
73.3,20.3,47.9,16.33
40.4,22.4,56.6,13.74
24.3,21.7,57.6,24.86
40.2,24.5,65.6,14.27
74.3,26.9,59.4,17.1
31.5,25.2,74.2,10.36
53.2,25.9,65.9,17.06
26.4,25.4,53.7,25.3
56.5,23.6,64.1,14.92
50.6,24.7,59.1,22.08
32.6,21.7,65.2,18.55
38.9,26.0,65.2,17.58
56.7,21.9,58.4,17.38
35.4,24.0,69.5,15.83
35.0,21.5,65.2,15.91
28.4,23.7,65.2,17.6
60.6,23.1,50.1,16.72
40.4,25.7,51.2,20.24
18.5,26.3,66.3,16.98
32.6,23.8,73.1,14.81
31.0,22.6,54.0,20.3
46.6,22.9,50.8,20.51
50.9,23.5,62.3,15.25
44.5,26.7,72.4,10.63
29.6,25.0,65.6,15.88
37.4,26.3,59.8,19.03
33.8,27.7,72.0,14.23
35.4,24.5,56.6,22.24
57.9,23.6,64.5,12.92
31.2,23.8,49.7,20.91
54.7,23.9,55.1,20.77
62.2,28.5,65.9,10.26
47.0,25.9,66.6,15.49
65.4,24.3,60.9,15.98
46.1,25.2,60.5,18.47
48.7,27.4,60.5,15.45
51.4,27.1,64.1,12.9
46.1,22.6,55.8,17.52
27.3,25.4,61.6,13.95
54.4,25.5,59.8,16.29
31.4,24.6,75.6,16.99
62.3,24.9,63.4,12.88
64.2,26.8,60.5,17.18
42.3,26.1,72.0,19.15
27.0,22.7,56.6,20.21
41.9,25.5,74.9,17.75
35.2,28.8,72.4,16.36
54.1,25.2,68.8,12.06
43.9,21.8,49.4,20.39
54.5,24.2,56.6,15.48
50.9,21.1,63.8,13.49
43.3,22.8,59.1,22.68
34.9,26.3,64.8,19.67
31.9,28.6,72.0,12.3
45.1,23.8,64.1,17.09
34.8,24.5,60.9,21.95
68.3,24.5,60.9,15.68
30.8,25.3,70.2,15.08
41.2,22.8,53.0,20.33
46.6,28.6,70.6,10.55
43.2,28.0,64.8,14.6
55.2,24.7,63.8,20.41
39.4,25.6,53.7,23.35
45.2,24.7,66.6,18.78
16.7,25.9,63.8,15.62
57.2,27.2,68.8,11.51
57.8,22.0,60.9,17.46
24.0,27.3,55.1,22.87
53.4,28.8,58.4,16.65
46.0,25.4,59.4,18.83
27.8,23.7,64.8,20.0
43.8,26.1,65.9,12.46
33.2,25.8,63.8,15.68
44.3,25.9,58.0,19.51
50.9,25.1,61.6,18.72
27.7,21.9,52.6,24.46
73.5,25.8,67.7,13.03
38.9,23.5,67.7,13.36
25.1,24.8,71.0,12.25
43.7,25.8,67.4,11.17
49.3,26.9,64.5,16.57
28.0,22.5,65.6,15.62
51.4,25.9,68.8,14.06
61.1,22.6,58.0,14.8
22.6,23.5,62.3,20.01
48.0,26.8,60.2,18.95
41.0,27.7,62.3,14.93
49.2,27.8,67.0,12.24
72.3,23.5,60.5,15.3
75.8,26.2,54.8,17.5
38.6,24.5,61.6,20.91
63.4,23.2,58.0,14.98
60.4,26.6,57.3,21.93
38.7,26.0,67.4,15.4
46.4,26.2,64.8,16.98
44.6,26.3,66.6,13.38
60.0,22.8,67.4,13.35
66.6,22.5,58.4,17.99
76.4,23.8,74.9,13.48
29.1,22.5,64.1,19.96
38.5,25.9,53.3,24.84
45.9,24.1,65.6,16.17
76.8,27.0,64.1,14.07
62.6,25.3,63.0,16.63
55.1,26.4,75.6,13.52
47.5,23.6,61.2,20.11
48.2,24.9,63.0,14.48
53.7,23.3,71.3,11.02
57.3,22.6,59.8,17.3
32.2,28.0,68.4,14.68
52.2,23.6,60.9,21.73
52.5,24.0,57.6,17.76
37.6,25.5,66.6,14.58
46.9,25.0,51.9,20.87
23.6,24.5,61.6,16.89
25.0,22.7,61.2,15.55
50.1,27.5,81.0,10.87
34.4,21.3,53.7,16.29
88.3,24.4,56.6,19.17
30.5,30.1,65.2,14.98
50.8,24.6,67.0,14.59
65.0,25.8,61.2,17.3
38.5,27.2,67.7,8.37
67.0,22.3,56.2,18.65
45.2,26.9,58.7,18.08
48.1,25.4,64.5,16.5
51.5,26.4,64.5,14.9
43.3,25.4,57.3,18.59
47.5,25.2,68.8,13.01
42.6,23.4,62.3,17.32
70.3,25.2,69.9,17.12
63.7,20.9,64.1,10.93
61.9,22.5,59.8,17.99
53.7,22.3,67.4,13.28
38.6,24.7,54.8,25.3
